言語,Page,番号,単語,翻訳
インドネシア語,6,10,指導員,Instruktur
インドネシア語,6,11,生活指導員,Pembimbing kehidupan sehari-hari
インドネシア語,6,12,担当者,Penanggungjawab
インドネシア語,6,13,スイッチ入れるな,Jangan dinyalakan
インドネシア語,6,14,スイッチ切るな,Jangan dimatikan
インドネシア語,6,15,使用禁止,Dilarang menggunakan
インドネシア語,7,1,5S,"5S (Di Indonesia 5R :Ringkas, Rapi, Resik, Rawat, Rajin)"
インドネシア語,7,2,整理,Ringkas
インドネシア語,7,3,整頓,Rapi
インドネシア語,7,4,清掃,Resik
インドネシア語,8,5,清潔,Rawat
インドネシア語,8,6,しつけ,Rajin
インドネシア語,8,7,掃除（する）,Pembersihan (Membersihkan)
インドネシア語,8,8,片づける,Membereskan
インドネシア語,8,9,捨てる,Membuang
インドネシア語,8,10,汚い,Kotor
インドネシア語,8,11,汚れる,Kotor
インドネシア語,8,12,分別（する）,Pemisahan (Memisahkan)
インドネシア語,8,13,燃えないごみ,Sampah tak mudah terbakar
インドネシア語,8,14,燃えるごみ,Sampah mudah terbakar
インドネシア語,8,15,挟まれる,Terjepit
インドネシア語,8,16,巻き込まれる,Terlilit
インドネシア語,8,17,やけど（する）,Luka bakar (Terbakar)
インドネシア語,9,18,落ちる,Jatuh
インドネシア語,9,19,すべる,Terpeleset/Licin
インドネシア語,9,20,転ぶ,Terjatuh
インドネシア語,9,21,濡れる,Basah
インドネシア語,9,22,衛生,Kebersihan
インドネシア語,9,23,避難（する）,Evakuasi (Mengevakuasi)
インドネシア語,9,24,救急車,Ambulans
インドネシア語,9,25,災害,Bencana
インドネシア語,9,26,地震,Gempa bumi
インドネシア語,9,27,もぐる,Menyelinap
インドネシア語,10,1,火気厳禁,Dilarang menggunakan api
インドネシア語,10,2,開放厳禁,Dilarang membuka
インドネシア語,10,3,標識,Tanda
インドネシア語,10,4,気をつける,Berhati-hati
インドネシア語,10,5,持ち込む,Membawa masuk
インドネシア語,10,6,防ぐ,Mencegah
インドネシア語,10,7,火,Api
インドネシア語,10,8,煙,Asap
インドネシア語,10,9,消火,Pemadam kebakaran
インドネシア語,10,10,消火器,Alat pemadam kebakaran
インドネシア語,10,11,非常ベル,Bel darurat
インドネシア語,10,12,火災報知機,Alarm kebakaran
インドネシア語,10,13,逃げる,Melarikan diri
インドネシア語,10,14,現場,Tempat kerja/Pabrik
インドネシア語,10,15,作業,Pekerjaan
インドネシア語,10,16,ミーティング,Rapat/Meeting
インドネシア語,10,17,研修（する）,Pelatihan/Training (Berlatih)
インドネシア語,10,18,実習（する）,Pelatihan (Berlatih)
インドネシア語,11,19,あいさつ,Salam
インドネシア語,11,20,確認（する）,Konfirmasi (Mengkonfirmasikan)
インドネシア語,11,21,報告（する）,Laporan (Melaporkan)
インドネシア語,11,22,連絡（する）,Kontak (Menghubungi)
インドネシア語,11,23,相談（する）,Konsultasi (Berkonsultasi)
インドネシア語,11,24,渡す,Menyerahkan
インドネシア語,11,25,申請書,Surat permohonan
インドネシア語,11,26,寝坊（する）,Kesiangan (Bangun kesiangan)
インドネシア語,12,1,技能,Keahlian
インドネシア語,12,2,技能検定試験,Ujian keahlian teknis
インドネシア語,12,3,受検（する）,Ujian
インドネシア語,12,4,資格,Kualifikasi
インドネシア語,12,5,手当,Tunjangan
インドネシア語,12,6,社員,Pegawai
インドネシア語,12,7,部長,Kepala bidang
インドネシア語,12,8,課長,Kepala Seksi
インドネシア語,12,9,更衣室,Ruang ganti
インドネシア語,12,10,台車,Troli
インドネシア語,12,11,床,Lantai
インドネシア語,12,12,出口,Pintu keluar
インドネシア語,12,13,電気,Listrik
インドネシア語,12,14,警報音,Bunyi peringatan
インドネシア語,12,15,コンセント,Stop kontak
インドネシア語,12,16,作業場,Tempat kerja
インドネシア語,12,17,作業台,Meja kerja
インドネシア語,12,18,工事現場,Lokasi kerja
インドネシア語,12,19,職長,Pengawas kerja
インドネシア語,12,20,作業責任者,Petugas kerja
インドネシア語,13,1,禁止,Pelarangan
インドネシア語,13,2,表示板,Papan pengumuman
インドネシア語,13,3,禁止事項,Larangan penggunaan
インドネシア語,13,4,避難訓練,Latihan evakuasi
インドネシア語,13,5,感電（する）,Tersengat listrik
インドネシア語,13,6,防止（する）,Mencegah
インドネシア語,13,7,予防（する）,Mencegah
インドネシア語,13,8,転倒（する）,Jatuh
インドネシア語,13,9,挟まる,Terjepit
インドネシア語,13,10,足元,Langkah kaki
インドネシア語,13,11,不安定（な）,Tidak stabil
インドネシア語,13,12,後片付け,Pembenahan
インドネシア語,13,13,救急箱,Kotak P3K
インドネシア語,13,14,絆創膏,Plester
インドネシア語,13,15,体調,Kondisi badan
インドネシア語,13,16,血,Darah
インドネシア語,13,17,熱中症,Dehidrasi
インドネシア語,13,18,吐き気,Mual
インドネシア語,13,19,嘔吐（する）,Muntah
インドネシア語,13,20,足がつる,Kram
インドネシア語,13,21,気分が悪い,Tidak enak badan
インドネシア語,13,22,寝不足,Kurang tidur
インドネシア語,13,23,安全ネット,Jaring pengaman
インドネシア語,13,24,安全点検,Pemeriksaan keselamatan
インドネシア語,14,1,KY活動（危険予知活動）,Kegiatan latihan prediksi bahaya
インドネシア語,14,2,危険,Bahaya
インドネシア語,14,3,ぶつかる,Tertabrak
インドネシア語,14,4,当たる,Kena
インドネシア語,14,5,下敷きになる,Terlindas
インドネシア語,14,6,打つ,Memukul
インドネシア語,14,7,バランスを崩す,Hilang keseimbangan
インドネシア語,14,8,倒れる,Jatuh
インドネシア語,14,9,転落（する）,Jatuh dari atas
インドネシア語,14,10,指差呼称,Aba-aba tunjuk pencegahan bahaya
インドネシア語,14,11,ヒヤリハット,Kondisi bahaya/Gerakan bahaya
インドネシア語,14,12,原因,Faktor/Penyebab
インドネシア語,14,13,対策,Penanganan
インドネシア語,14,14,落下（する）,Jatuh
インドネシア語,14,15,墜落（する）,Terperosok
インドネシア語,14,16,確認（する）,Konfirmasi
インドネシア語,15,1,作業着,Pakaian kerja
インドネシア語,15,2,作業服,Baju kerja
インドネシア語,15,3,作業靴,Sepatu kerja
インドネシア語,15,,,
インドネシア語,15,4,手袋,Sarung tangan
インドネシア語,15,5,帽子,Topi
インドネシア語,15,6,保護帽（ヘルメット）,Topi pelindung(Helem)
インドネシア語,15,7,保護具,Alat pelindung
インドネシア語,15,,,
インドネシア語,15,8,あごひも,Tali dagu
インドネシア語,15,9,ボタン,Kancing/tombol
インドネシア語,15,10,ポケット,Kantong
インドネシア語,15,,,
インドネシア語,15,11,保護メガネ,Kacamata pelindung
インドネシア語,15,12,マスク,Masker
インドネシア語,15,13,耳栓,Penyumbat telinga
インドネシア語,15,14,安全靴,Sepatu pengaman
インドネシア語,15,15,墜落制止用器具（安全 帯）,Sistem perlindungan bahaya jatuh (Sabuk pengaman)
インドネシア語,16,16,業務,Kerja
インドネシア語,16,17,時間厳守,Disiplin waktu
インドネシア語,16,18,予定,Jadwal
インドネシア語,16,19,日付,"Tanggal, bulan dan tahun"
インドネシア語,16,20,準備（する）,Persiapan
インドネシア語,16,21,会議,"Rapat, pertemuan"
インドネシア語,16,22,朝礼,Apel pagi
インドネシア語,16,23,報告書,Surat laporan
インドネシア語,16,24,マニュアル,Buku pedoman
インドネシア語,16,25,作業手順書,Lembaran prosedur kerja.
インドネシア語,16,26,調子,Kondisi
インドネシア語,17,1,立入禁止,Dilarang masuk
インドネシア語,17,2,禁煙,Dilarang merokok
インドネシア語,17,3,火気厳禁,Dilarang menggunakan api
インドネシア語,17,4,駐車禁止,Dilarang parkir
インドネシア語,17,5,足もと注意,Awas langkah kaki
インドネシア語,17,6,開口部注意,Awas ada lubang
インドネシア語,17,7,感電注意,Awas bahaya sengatan listrik
インドネシア語,17,8,堕落注意,Awas jatuh terpeleset
インドネシア語,17,9,頭上注意,Awas bagian atas kepala
インドネシア語,17,10,警報設備,Peralatan Tanda Bahaya （Alarm）
インドネシア語,18,11,消火器,Alat Pemadam Kebakaran
インドネシア語,18,12,AED設置場所,Tempat Instalasi peralatan AED
インドネシア語,18,13,保護帽着用,Gunakan topi pelindung
インドネシア語,18,14,安全帯使用,Gunakan Sabuk Pengaman
インドネシア語,18,15,昇降階段,Tangga naik turun
インドネシア語,18,16,休憩所,Tempat istirahat
インドネシア語,18,17,最大積載荷重,Kapasitas berat beban maksimum
インドネシア語,18,18,喫煙所,Dilarang merokok
インドネシア語,18,19,整理整頓,Rapikan dengan teratur
インドネシア語,18,20,安全通路,Jalur aman
インドネシア語,19,1,三連クランプ,Klam tripel.
インドネシア語,19,2,ベルトコンベア （ベルコン）,Konveyor sabuk (Ban berjalan)
インドネシア語,19,3,かけや,Palu kayu berat
インドネシア語,19,4,ランマ,Stamper kuda
インドネシア語,19,5,自在クランプ,Klam universal
インドネシア語,19,6,キャッチクランプ,Jepitan pancingan
インドネシア語,19,7,吊り上げ用クランプ,Lifting klam
インドネシア語,19,8,直交クランプ,Jepitan
インドネシア語,20,9,フック,Kait
インドネシア語,20,10,ストレートシャックル,Mata-rantai lurus
インドネシア語,20,11,滑車,Katrol/Puli
インドネシア語,20,12,クレーン,Kren
インドネシア語,20,13,移動式クレーン,Kren jalan
インドネシア語,20,14,介しゃくロープ,Tali teraju
インドネシア語,20,15,昇降階段,Tangga naik turun
インドネシア語,20,16,筋かい止めピン,Tap ikatan diagonal
インドネシア語,20,17,脚柱ジョイント,Sambungan tiang kaki
インドネシア語,20,18,連結ピン,Pena hubung
インドネシア語,21,19,ジョイント金具,Alat logam penyambung
インドネシア語,21,20,レバーブロック,Blok tuas
インドネシア語,21,21,電動のこ（丸のこ）,Gergaji listrik
インドネシア語,21,22,モンキースパナ,Kunci Inggris
インドネシア語,21,23,親綱支柱,Tiang pendukung tali induk
インドネシア語,21,24,ブラケット,Braket/penopang
インドネシア語,21,25,梯子,Tangga
インドネシア語,22,1,親綱,Tali induk
インドネシア語,22,2,建枠（ビティ）,Rangka sekeliling bangunan
インドネシア語,22,3,メッシュシート,Jaring pelindung
インドネシア語,22,4,防音パネル,Panel kedap suara
インドネシア語,22,5,朝顔材,Jaring pengaman
インドネシア語,22,6,架空線,Kabel udara
インドネシア語,22,7,幅木（仮設足場）,Papan kaki
インドネシア語,22,8,単管,Pipa tabung
インドネシア語,22,9,脚立,Tangga lipat
インドネシア語,23,10,作業半径,Radius kerja
インドネシア語,23,11,仮ボルト,Baut sementara
インドネシア語,23,12,手直し,Perbaikan
インドネシア語,23,13,面一,Samarata (Flush)
インドネシア語,23,14,点検事項,Hal-hal yang harus dicek
インドネシア語,23,15,積載荷重,Beban muat
インドネシア語,23,16,すき間,Celah
インドネシア語,23,17,通りを見る,Melihat cara
インドネシア語,23,18,組立,Perakitan
インドネシア語,23,19,地組,perakitan di permukaan tanah.
インドネシア語,24,20,天端,Permukaan atas.
インドネシア語,24,21,玉掛け,Penggantungan
インドネシア語,24,22,合図,Aba-aba
インドネシア語,24,23,定格荷重,Berat beban.
インドネシア語,24,24,たち,Ketegaklurusan
インドネシア語,24,25,職長,Kepala regu kerja
インドネシア語,25,1,安全カバー,Tutup pengaman
インドネシア語,25,2,安全帯,Sabuk pengaman
インドネシア語,25,3,インサート,Penyisipan
インドネシア語,25,4,スペーサ,Batang jarak
インドネシア語,25,5,鉄筋,Tulang baja
インドネシア語,25,6,電工ドラム（ドラム）,Teromol listrik
インドネシア語,25,7,電動丸のこ（電のこ）,Gergaji listrik
インドネシア語,25,8,パッキン,Packing
インドネシア語,25,9,小バール,Linggis kecil
インドネシア語,26,10,大バール,Linggis besar
インドネシア語,26,11,化粧合板,Kayu lapis dekoratif
インドネシア語,26,12,普通合板,Kayu lapis
インドネシア語,26,13,スタイロフォーム,Styrofoam
インドネシア語,26,14,面木,Paku atas
インドネシア語,26,15,バイブレーター,Vibrator
インドネシア語,26,16,剥離剤,Bahan pelepasan
インドネシア語,26,17,けこみ板,Undakan
インドネシア語,26,18,目地棒,Sambungan pasang batu
インドネシア語,27,19,コンクリート,Beton
インドネシア語,27,20,コンベックス,Meteran (Convex)
インドネシア語,27,21,作業用手袋,Sarung tangan kerja
インドネシア語,27,22,差金,Mistar logam
インドネシア語,27,23,水平器,Alat sipat datar
インドネシア語,27,24,墨さし,Alat pengukur tempat tinta
インドネシア語,27,25,墨つぼ,Tempat tinta
インドネシア語,28,1,丸セパレーター （丸セパ）,Separator bulat
インドネシア語,28,2,天端釘,Bilah yang dipasang pada sudut acuan
インドネシア語,28,3,ケレン,Pengerjaan muka
インドネシア語,28,4,型枠支保工,Penahan acuan
インドネシア語,28,5,基礎型枠 （メタルフォーム）,Acuan fondasi
インドネシア語,28,6,釘仕舞い,Marking/Penandaan
インドネシア語,28,7,スラブ天端,Puncak plat (Lantai)
インドネシア語,28,8,高さ（タッパ）,Tinggi (Tinggi dalam istilah pembangunan)
インドネシア語,28,9,建込み,Membangun kerangka
インドネシア語,28,10,通り,Cara
インドネシア語,29,11,蹴上げ,Tinggi busur
インドネシア語,29,12,蹴込み,Undakan
インドネシア語,29,13,工具の手入れ,Perawatan alat perkakas
インドネシア語,29,14,下げ振り,Pemberat
インドネシア語,29,15,地墨,Tinta
インドネシア語,29,16,捨てコンクリート,Bagian lantai beton
インドネシア語,29,17,はね出し,Trap
インドネシア語,29,18,はらみ,Tonjolan
インドネシア語,29,19,前面,Muka depan
インドネシア語,30,20,養生,Pemantangan beton
インドネシア語,30,21,レベル,Permukaan
インドネシア語,30,22,割付,Penempatan
インドネシア語,30,23,埋め込み金物,Logam benaman
インドネシア語,30,24,解体する（バラス）,Membongkar (Mencabut)
インドネシア語,30,25,かぶり寸法,Ukuran ketebalan pelapisan
インドネシア語,31,1,異形棒鋼,Besi beton berulir
インドネシア語,31,2,結束線,Kawat pengikat
インドネシア語,31,3,結束工具,Perkakas pengikat
インドネシア語,31,4,鉄筋切断機,Mesin pemotong tulangan baja
インドネシア語,31,5,鉄筋曲げ加工機,Mesin pembengkok tulangan baja
インドネシア語,31,6,フック,Kait
インドネシア語,31,7,保護帽（ヘルメット）,Topi pelindung (helm)
インドネシア語,31,8,アンカー,Angkur
インドネシア語,31,9,加工場,Tempat pemrosesan
インドネシア語,31,10,スペーサ―,Spacer
インドネシア語,32,11,ドーナツ,Donut
インドネシア語,32,12,加工配筋図,Gambaran susunan tulangan
インドネシア語,32,13,配筋詳細図,Gambar detil susunan tulangan
インドネシア語,32,14,開口補強筋,Opening reinforcement (penguatan kerangka beton bagian berlubang)
インドネシア語,32,15,幅止め筋,Tulangan penahan lebar
インドネシア語,32,16,差筋,Batang sambungan
インドネシア語,32,17,柱主筋,Tulangan utama kolom
インドネシア語,32,18,柱配筋,Susunan tulangan kolom
インドネシア語,32,19,スラブ筋,Penulangan pelat
インドネシア語,32,20,ベース筋,Tulangan bagian dasar
インドネシア語,33,21,帯筋（フープ）,Simpul tali
インドネシア語,33,22,下端筋,Tulangan ujung bawah
インドネシア語,33,23,上端筋,Penulangan bagian atas
インドネシア語,33,24,主筋,Tulangan utama
インドネシア語,33,25,あばら筋,Sengkang
インドネシア語,34,1,はかま筋,Tulangan penguat pondasi
インドネシア語,34,2,縦筋,Tulangan vertikal
インドネシア語,34,3,下筋,Tulangan bawah
インドネシア語,34,4,横筋,Tulangan horizontal
インドネシア語,34,5,腹筋,Tulangan penguat sengkang
インドネシア語,34,6,配力筋,Tulangan pembagi
インドネシア語,34,7,上筋,Tulangan atas
インドネシア語,34,8,スパイラル筋,Tulangan spiral
インドネシア語,34,9,鉄筋径,Diameter tulangan baja
インドネシア語,34,10,かぶり厚さ,Ketebalan pelapisan
インドネシア語,35,11,角度,Sudut
インドネシア語,35,12,シングル,Tunggal
インドネシア語,35,13,ダブル,Ganda
インドネシア語,35,14,千鳥結束,Pengikatan selang- seling
インドネシア語,35,15,切断寸法,Ukuran potongan
インドネシア語,35,16,加工寸法,Ukuran pembuatan
インドネシア語,35,17,重ね継手,Sambungan tumpang
インドネシア語,35,18,圧接継手,Sambungan las tekan
インドネシア語,35,19,開口部,Lubang
インドネシア語,35,20,溶接金網,Jaring kawat las
インドネシア語,36,21,搬出,Mengeluarkan
インドネシア語,36,22,搬入,Mengangkat ke dalam
インドネシア語,36,23,基礎,Pondasi
インドネシア語,36,24,機械式継手,Penyambungan
インドネシア語,36,25,配筋検査,Pemeriksaan susunan tulangan
インドネシア語,37,1,トラクタ,Traktor
インドネシア語,37,2,ブルドーザ,Bulldozer
インドネシア語,37,3,トラクタショベル,Traktor shovel
インドネシア語,37,4,ホイルローダ,Wheel Loader
インドネシア語,37,5,ダンプトラック,Truk jungkit
インドネシア語,37,6,油圧ショベル,Eskavator hidrolik
インドネシア語,37,7,バックホウ,Serok belakang
インドネシア語,37,8,ローディングショベル,Loading eksakavator
インドネシア語,38,9,ローラ,mesin giling
インドネシア語,38,10,バケット,bucket/serok
インドネシア語,38,11,ブーム,boom/penopang
インドネシア語,38,12,アーム,lengan
インドネシア語,38,13,ブレード（排土板）,blade/sudu
インドネシア語,38,14,タイヤ,mesin
インドネシア語,38,15,クローラ,mesin diesel
インドネシア語,38,16,キー（鍵）,minyak enjin
インドネシア語,38,17,作業装置 （アタッチメント）,alternator(generator pengisi daya)
インドネシア語,39,18,エンジン,baterai
インドネシア語,39,19,ディーゼルエンジン,bahan bakar
インドネシア語,39,20,エンジンオイル,minyak diesel
インドネシア語,39,21,オルタネータ （充電発電機）,rem
インドネシア語,39,22,バッテリ,pompa oli hidrolik
インドネシア語,39,23,燃料,silinder hidrolik
インドネシア語,39,24,軽油,motor hidrolik
インドネシア語,39,25,ブレーキ,peralatan kerja
インドネシア語,40,1,油圧シリンダ,Silinder hidrolik
インドネシア語,40,2,油圧モータ,Motor hidrolik
インドネシア語,40,3,油圧ポンプ,Pompa oli hidrolik
インドネシア語,40,4,水漏れ,Kebocoran air
インドネシア語,40,5,油漏れ,Kebocoran minyak
インドネシア語,40,6,冷却水,Air pendingin
インドネシア語,40,7,ブレーキ液,Minyak rem
インドネシア語,40,8,燃料タンク,Tangki bahan bakar
インドネシア語,40,9,ファンベルト,Tali kipas
インドネシア語,40,10,空気圧,Tekanan udara
インドネシア語,40,11,クラッチ,Alat pembuka kopling
インドネシア語,40,12,急発進,Gas mendadak
インドネシア語,40,13,急ブレーキ,Rem mendadak
インドネシア語,41,14,アイドリング,Keadaan saat mesin bekerja tetapi kendaraan (mobil) tidak bergerak.
インドネシア語,41,15,走行,Berjalan/Melaju
インドネシア語,41,16,旋回,Putaran
インドネシア語,41,17,安全ロック,Alat pelindung bahaya
インドネシア語,41,18,安全支柱,Safety pillar (Tiang pengaman)
インドネシア語,41,19,補給（する）,Suplai (Mensuplai)
インドネシア語,41,20,駐車（する）,Parkir (Memarkirkan)
インドネシア語,41,21,歩行者,Pejalan kaki
インドネシア語,41,22,車両,Kendaraan
インドネシア語,41,23,死角,Titik buta (Posisi tidak terlihat)
インドネシア語,41,24,斜面,Lereng
インドネシア語,41,25,転圧（する）,Giling (Menggiling)
インドネシア語,42,1,接触（する）,Tabrak (Menabrak)
インドネシア語,42,2,作動（する）,Hidup (Menghidupkan)
インドネシア語,42,3,整備（する）,Perbaikan (Memperbaiki)
インドネシア語,42,4,点検（する）,Periksa (Memeriksa)
インドネシア語,42,5,動かす,Menggerakkan
インドネシア語,42,6,運転（する）,Kemudi (Mengemudi)
インドネシア語,42,7,測る,Mengukur
インドネシア語,42,8,操作（する）,Operasi (Mengoperasikan)
インドネシア語,42,9,停止（する）,Henti (Menghentikan)
インドネシア語,42,10,切る,Memotong
インドネシア語,42,11,回す,Memutar
インドネシア語,42,12,押す,Mendorong
インドネシア語,42,13,集める,Mengumpulkan
インドネシア語,42,14,触る,Menyentuh
インドネシア語,42,15,縛る,Mengikat
インドネシア語,42,16,揃える,Menyamaratakan
インドネシア語,42,17,結ぶ,Mengikat
インドネシア語,42,18,しゃがむ,Berjongkok
インドネシア語,42,19,調整（する）,Penyesuaian (Menyesuaikan)
インドネシア語,42,20,閉じる,Menutup
インドネシア語,43,1,取り出す,Mengeluarkan
インドネシア語,43,2,戻す,Mengembalikan
インドネシア語,43,3,仕上げる,Menyelesaikan
インドネシア語,43,4,折れる,Patah
インドネシア語,43,5,欠ける,Sumbing (Patah)
インドネシア語,43,6,近づく,Mendekat
インドネシア語,43,7,電源を入れる,Menghidupkan listrik
インドネシア語,43,8,電源を落とす,Mematikan listrik
インドネシア語,43,9,スイッチを切る,Mematikan saklar
インドネシア語,43,10,固定（する）,Fiksasi (Menguatkan)
インドネシア語,43,11,ゆるめる,Mengendurkan
インドネシア語,43,12,伸ばす,Memanjangkan
インドネシア語,43,13,外す,Melepas
インドネシア語,43,14,曲げる,Membengkokkan
インドネシア語,43,15,出す,Mengeluarkan
インドネシア語,43,16,乾かす,Mengeringkan
インドネシア語,43,17,数える,Menghitung
インドネシア語,43,18,運ぶ,Membawa
インドネシア語,43,19,積む,Menumpuk
インドネシア語,43,20,下ろす,Menurunkan
インドネシア語,43,21,離れる,Menjauhi
インドネシア語,44,1,位置,Posisi
インドネシア語,44,2,寸法,Ukuran
インドネシア語,44,3,測定（する）,Pengukuran (Mengukur)
インドネシア語,44,4,計測（する）,Takar (Menakar)
インドネシア語,44,5,計測器,Alat ukur
インドネシア語,44,6,温度,Suhu
インドネシア語,44,7,高さ,Ketinggian
インドネシア語,44,8,長さ,Panjang
インドネシア語,44,9,重さ,Berat
インドネシア語,44,10,厚さ,Ketebalan
インドネシア語,44,11,硬さ,Kekerasan
インドネシア語,44,12,深さ,Kedalaman
インドネシア語,44,13,表面,Permukaan
インドネシア語,44,14,すきま,Celah
インドネシア語,44,15,中心,Pusat/Tengah
インドネシア語,45,16,値,Nilai
インドネシア語,45,17,安定（する）,Stabil (Menstabilkan)
インドネシア語,45,18,大きさ,Besarnya
インドネシア語,45,19,数,Banyak/Jumlah
インドネシア語,45,20,誤差,Selisih
インドネシア語,45,21,中,Dalam
インドネシア語,45,22,反対,Terbalik/Berlawanan
インドネシア語,45,23,周り,Sekitar
インドネシア語,45,24,尺,"30,3 sentimeter"
インドネシア語,45,25,青,Biru
インドネシア語,45,26,赤,Merah
インドネシア語,45,27,白,Putih
インドネシア語,45,28,黄色,Warna kuning
インドネシア語,46,1,片づける,Membereskan(Mengem balikan seperti semula)
インドネシア語,46,2,捨てる,Membuang
インドネシア語,46,3,掃く,Menyapu
インドネシア語,46,4,持ち上げる,Mengangkat.
インドネシア語,46,5,束ねる,Bundel
インドネシア語,46,6,足をくじく,Keseleo
インドネシア語,47,1,一輪車,Kendaraan satu roda
インドネシア語,47,2,支柱,tiang pancang/penyanggah
インドネシア語,47,3,ショベル,"Alat keruk, ekskavator"
インドネシア語,47,4,かけや,Palu besar
